1nz,N,Z,A,EL,MASSEXCESS,AtomicMass,BE,BE_uncer
17,77,60,137,Nd,-79584.567,136.914562448,8306.127,0.051
15,76,61,137,Pm,-74072.848,136.920479522,7682.151,0.253
13,75,62,137,Sm,-68026.525,136.926970517,7877.144,0.038
35,86,51,137,Sb,-60060.384,136.935522522,7787.124,0.21
26,82,56,138,Ba,-88261.638,137.905247229,8206.338,0.049
30,84,54,138,Xe,-79972.233,137.914146271,7639.49,0.033
24,81,57,138,La,-86519.18,137.907117834,8641.558,0.102
34,86,52,138,Te,-65695.985,137.929472454,7780.574,0.036
22,80,58,138,Ce,-87570.922,137.905988743,8193.129,0.048
32,85,53,138,I ,-71979.9,137.922726394,7690.947,0.034
28,83,55,138,Cs,-82886.937,137.911017207,8048.578,0.051
20,79,59,138,Pr,-83133.922,137.910752059,8322.012,0.07
18,78,60,138,Nd,-82018.31,137.911949717,8500.096,0.096
14,76,62,138,Sm,-71497.762,137.92324399,7800.661,0.039
16,77,61,138,Pm,-74940.483,137.919548077,7890.3,0.038
12,75,63,138,Eu,-61749.669,137.933709,8612.787,0.081
36,87,51,138,Sb,-54220.403,137.941792,4123.057,1.08
27,83,56,139,Ba,-84913.751,138.908841334,8243.67,0.053
25,82,57,139,La,-87226.212,138.906358804,7817.171,0.039
31,85,54,139,Xe,-75644.576,138.918792203,7827.44,0.038
29,84,55,139,Cs,-80700.921,138.913363992,7646.961,0.034
35,87,52,139,Te,-60205.072,138.935367193,7739.316,0.035
33,86,53,139,I ,-68470.954,138.926493403,7853.324,0.037
23,81,58,139,Ce,-86947.862,138.906657625,7609.506,0.033
21,80,59,139,Pr,-84818.798,138.90894327,7763.814,0.036
15,77,62,139,Sm,-72380.219,138.922296634,7811.663,0.037
13,76,63,139,Eu,-65398.042,138.92979231,8487.91,0.065
17,78,61,139,Pm,-77500.481,138.916799806,7873.337,0.039
19,79,60,139,Nd,-82013.942,138.911954407,7594.5,0.033
24,82,58,140,Ce,-88076.089,139.905446424,8288.582,0.155
26,83,57,140,La,-84315.871,139.909483184,7416.546,0.03
32,86,54,140,Xe,-72986.451,139.921645817,8399.788,0.062
20,80,60,140,Nd,-84258.912,139.909544332,8485.667,0.066
22,81,59,140,Pr,-84688.089,139.909083592,8607.561,0.086
28,84,56,140,Ba,-83269.354,139.910606666,8349.449,0.056
30,85,55,140,Cs,-77050.105,139.917283305,7678.171,0.035
34,87,53,140,I ,-63606.213,139.931715917,7745.686,0.038
16,78,62,140,Sm,-75455.935,139.918994717,8540.92,0.084
18,79,61,140,Pm,-78213.712,139.916034122,7462.09,0.032
12,76,64,140,Gd,-61782.271,139.933674,7741.087,0.038
14,77,63,140,Eu,-66985.935,139.928087637,8435.918,0.103
36,88,52,140,Te,-56576.228,139.939262917,8497.677,0.081
10,75,65,140,Tb,-50482.271,139.945805049,8353.16,0.057
25,83,58,141,Ce,-85432.916,140.908283987,7866.064,0.042
23,82,59,141,Pr,-86015.644,140.907658403,8470.518,0.073
33,87,54,141,Xe,-68197.299,140.926787184,8462.066,0.067
21,81,60,141,Nd,-84192.63,140.909615488,7910.675,0.045
27,84,57,141,La,-82931.636,140.910969222,7766.017,0.041
29,85,56,141,Ba,-79732.626,140.9144035,8548.529,0.08
17,79,62,141,Sm,-75933.909,140.918481591,8079.203,0.051
31,86,55,141,Cs,-74477.523,140.920045086,8333.752,0.071
15,78,63,141,Eu,-69925.629,140.924931745,8429.319,0.111
19,80,61,141,Pm,-80522.921,140.913555084,8367.089,0.075
35,88,53,141,I ,-59926.657,140.935666084,8001.009,0.044
13,77,64,141,Gd,-63224.224,140.932126,7852.464,0.043
11,76,65,141,Tb,-54540.837,140.941448,8206.624,0.055
22,82,60,142,Nd,-85949.98,141.907728895,8553.439,0.108
24,83,59,142,Pr,-83787.476,141.91005044,8341.706,0.059
26,84,58,142,Ce,-84533.188,141.909249884,8522.153,0.081
34,88,54,142,Xe,-65229.639,141.929973098,7676.061,0.037
18,80,62,142,Sm,-78986.47,141.915204532,8517.164,0.08
30,86,56,142,Ba,-77842.264,141.916432888,7794.153,0.041
28,85,57,142,La,-80024.227,141.914090454,7961.809,0.043
32,87,55,142,Cs,-70514.55,141.924299512,8314.325,0.059
20,81,61,142,Pm,-81142.044,141.912890428,8150.681,0.053
14,78,64,142,Gd,-66959.515,141.928116,7711.696,0.037
16,79,63,142,Eu,-71313.47,141.923441836,8325.665,0.076
36,89,53,142,I ,-54769.984,141.941202,8368.964,0.069
12,77,65,142,Tb,-56559.515,141.939280859,7714.053,0.038
23,83,60,143,Nd,-84002.234,142.909819887,8230.064,0.074
25,84,59,143,Pr,-83068.246,142.910822564,8145.526,0.055
27,85,58,143,Ce,-81606.671,142.91239163,8383.432,0.067
19,81,62,143,Sm,-79517.152,142.914634821,8568.45,0.081
21,82,61,143,Pm,-82960.651,142.910938073,6963.731,0.52
35,89,54,143,Xe,-60202.873,142.935369553,7841.634,0.042
31,87,56,143,Ba,-73937.197,142.92062515,8485.892,0.083
29,86,57,143,La,-78171.515,142.916079422,8408.784,0.064
33,88,55,143,Cs,-67675.509,142.927347348,7866.27,0.044
17,80,63,143,Eu,-74241.3,142.920298681,7576.543,0.036
11,77,66,143,Dy,-52168.941,142.943994335,8131.8,0.057
13,78,65,143,Tb,-60419.183,142.935137335,8325.886,0.161
15,79,64,143,Gd,-68231.3,142.926750682,8326.002,0.061
24,84,60,144,Nd,-83747.957,143.910092865,8354.026,0.168
20,82,62,144,Sm,-81965.535,143.912006373,8400.652,0.075
26,85,59,144,Pr,-80750.517,143.91331075,8523.82,0.106
28,86,58,144,Ce,-80431.87,143.91365283,7589.637,0.036
22,83,61,144,Pm,-81416.093,143.912596224,8140.297,0.052
36,90,54,144,Xe,-56872.293,143.938945079,8487.897,0.072
32,88,56,144,Ba,-71767.121,143.922954821,8581.448,0.086
12,78,66,144,Dy,-56570.083,143.939269514,8521.265,0.088
10,77,67,144,Ho,-44609.513,143.952109714,8017.097,0.059
18,81,63,144,Eu,-75619.133,143.918819517,8234.798,0.058
30,87,57,144,La,-74849.652,143.919645589,8324.74,0.084
34,89,55,144,Cs,-63271.353,143.932075404,7465.944,0.034
14,79,65,144,Tb,-62368.181,143.933045,7787.998,0.041
16,80,64,144,Gd,-71759.504,143.922963,8265.845,0.061
25,85,60,145,Nd,-81431.951,144.912579199,8205.003,0.055
21,83,62,145,Sm,-80651.318,144.913417244,8148.622,0.076
23,84,61,145,Pm,-81267.474,144.912755773,8252.527,0.058
19,82,63,145,Eu,-77991.507,144.916272668,7789.041,0.042
13,79,66,145,Dy,-58242.599,144.937473994,7585.564,0.037
27,86,59,145,Pr,-79625.94,144.914518033,7757.74,0.04
11,78,67,145,Ho,-49120.105,144.947267394,8495.251,0.08
33,89,56,145,Ba,-67516.176,144.9275184,7832.863,0.043
35,90,55,145,Cs,-60054.415,144.93552893,7834.805,0.043
37,91,54,145,Xe,-51493.329,144.944719634,8492.897,0.081
31,88,57,145,La,-72835.317,144.921808066,8533.366,0.081
17,81,64,145,Gd,-72926.32,144.92171037,7924.164,0.045
29,87,58,145,Ce,-77067.022,144.917265144,8527.225,0.08
15,80,65,145,Tb,-66388.411,144.928729105,8180.943,0.059
26,86,60,146,Nd,-80925.867,145.913122503,7737.347,0.04
36,91,55,146,Cs,-55310.372,145.94062187,7878.969,0.044
22,84,62,146,Sm,-80996.309,145.913046881,8466.355,0.086
18,82,64,146,Gd,-76085.783,145.918318548,8462.816,0.081
24,85,61,146,Pm,-79454.309,145.914702286,7766.845,0.041
20,83,63,146,Eu,-77117.541,145.917210909,8145.864,0.055
12,79,67,146,Ho,-51238.219,145.944993506,8119.349,0.058
14,80,66,146,Dy,-62554.918,145.932844529,7693.025,0.041
10,78,68,146,Er,-44322.012,145.952418359,8156.767,0.06
30,88,58,146,Ce,-75635.389,145.918802065,8440.12,0.08
34,90,56,146,Ba,-64947.086,145.930276431,8359.281,0.076
38,92,54,146,Xe,-47954.943,145.948518248,7811.56,0.043
32,89,57,146,La,-69050.283,145.925871468,8527.965,0.086
28,87,59,146,Pr,-76681.006,145.917679549,8486.311,0.081
16,81,65,146,Tb,-67763.61,145.927252768,8496.227,0.082
23,85,62,147,Sm,-79266.354,146.914904064,8460.759,0.176
27,87,60,147,Nd,-78146.748,146.91610601,8027.12,0.055
25,86,61,147,Pm,-79042.26,146.915144638,8218.931,0.06
19,83,64,147,Gd,-75356.945,146.919100987,7732.017,0.043
21,84,63,147,Eu,-77544.756,146.916752276,8494.923,0.086
13,80,67,147,Ho,-55757.092,146.940142295,8221.152,0.059
9,78,69,147,Tm,-35974.4,146.96137989,8188.733,0.063
17,82,65,147,Tb,-70742.665,146.92405462,7714.836,0.045
37,92,55,147,Cs,-51920.064,146.944261515,7791.918,0.05
31,89,58,147,Ce,-72013.891,146.922689903,8661.589,0.099
15,81,66,147,Dy,-64196.038,146.931082715,8479.581,0.086
33,90,57,147,La,-66678.39,146.9284178,7600.009,0.039
29,88,59,147,Pr,-75444.067,146.919007458,8170.304,0.059
35,91,56,147,Ba,-60264.029,146.9353039,8360.142,0.066
11,79,68,147,Er,-46607.807,146.949964458,8570.65,0.09
24,86,62,148,Sm,-79336.264,147.914829012,7854.215,0.045
20,84,64,148,Gd,-76269.329,147.918121503,7777.102,0.043
28,88,60,148,Nd,-77407.996,147.916899093,7741.368,0.044
26,87,61,148,Pm,-76865.716,147.917481255,8294.356,0.065
16,82,66,148,Dy,-67859.55,147.927149772,7668.64,0.041
22,85,63,148,Eu,-76299.331,147.918089294,7683.846,0.043
10,79,69,148,Tm,-38765.027,147.958384029,8179.109,0.062
12,80,68,148,Er,-51478.989,147.944735029,8425.895,0.09
32,90,58,148,Ce,-70398.408,147.924424196,8538.328,0.09
18,83,65,148,Tb,-70537.082,147.924275323,8422.219,0.085
38,93,55,148,Cs,-46910.942,147.949639029,8442.28,0.086
30,89,59,148,Pr,-72535.424,147.922130015,7425.798,0.037
34,91,57,148,La,-62708.735,147.9326794,8061.711,0.06
36,92,56,148,Ba,-57593.735,147.938170578,8303.394,0.078
14,81,67,148,Ho,-57991.158,147.937743928,8118.827,0.061
25,87,62,149,Sm,-77135.737,148.917191375,8635.882,0.123
29,89,60,149,Nd,-74375.466,148.920154648,8402.377,0.09
27,88,61,149,Pm,-76064.256,148.918341658,7815.673,0.051
21,85,64,149,Gd,-75127.011,148.919347831,7898.564,0.051
19,84,65,149,Tb,-71488.669,148.923253753,7954.85,0.05
23,86,63,149,Eu,-76441.112,148.917937086,8382.795,0.07
17,83,66,149,Dy,-67695.909,148.927325448,7974.898,0.057
31,90,59,149,Pr,-71039.366,148.9237361,8411.259,0.086
33,91,58,149,Ce,-66669.913,148.9284269,8160.021,0.059
15,82,67,149,Ho,-61646.578,148.933819672,8587.47,0.1
13,81,68,149,Er,-53741.615,148.942306,5811.763,0.733
35,92,57,149,La,-60219.913,148.93535126,8420.927,0.078
37,93,56,149,Ba,-53120.309,148.942973,8006.38,0.06
26,88,62,150,Sm,-77051.139,149.917282195,7748.091,0.049
30,90,60,150,Nd,-73679.755,149.920901525,8439.242,0.086
18,84,66,150,Dy,-69309.6,149.92559308,8423.721,0.093
22,86,64,150,Gd,-75763.934,149.918664066,7423.59,0.038
24,87,63,150,Eu,-74792.234,149.919707229,8184.354,0.062
20,85,65,150,Tb,-71105.721,149.923664864,8444.178,0.089
32,91,59,150,Pr,-68300.479,149.926676415,7951.452,0.059
34,92,58,150,Ce,-64846.854,149.930384035,8452.957,0.087
16,83,67,150,Ho,-61945.881,149.933498358,7626.289,0.043
14,82,68,150,Er,-57831.313,149.937915528,7947.524,0.055
28,89,61,150,Pm,-73597.139,149.920990217,7921.128,0.057
36,93,57,150,La,-56129.966,149.939742,8673.875,0.125
27,89,62,151,Sm,-74576.279,150.919939066,7856.972,0.054
31,91,60,151,Nd,-70942.988,150.923839565,8566.103,0.095
25,88,63,151,Eu,-74652.854,150.91985686,7670.751,0.044
23,87,64,151,Gd,-74188.737,150.920355109,7746.472,0.046
19,85,66,151,Dy,-68752.405,150.926191253,8202.914,0.064
21,86,65,151,Tb,-71623.504,150.923109001,8238.303,0.066
29,90,61,151,Pm,-73386.063,150.921216817,7895.941,0.059
17,84,67,151,Ho,-63622.738,150.931698177,8088.375,0.064
33,92,59,151,Pr,-66779.63,150.928309114,7792.175,0.048
15,83,68,151,Er,-58266.284,150.937448567,8328.48,0.083
35,93,58,151,Ce,-61225.052,150.9342722,7875.736,0.05
13,82,69,151,Tm,-50772.756,150.945493201,7480.11,0.4
11,81,70,151,Yb,-41542.342,150.955402458,8042.841,0.056
37,94,57,151,La,-53310.333,150.942769,8534.673,0.104
24,88,64,152,Gd,-74706.916,151.919798822,7758.208,0.054
28,90,62,152,Sm,-74762.603,151.91973904,8253.827,0.068
26,89,63,152,Eu,-72888.255,151.921751235,7818.671,0.054
20,86,66,152,Dy,-70117.873,151.924725363,8126.859,0.063
16,84,68,152,Er,-60500.377,151.935050169,8420.557,0.079
18,85,67,152,Ho,-63604.771,151.931717465,7836.216,0.049
34,93,59,152,Pr,-63758.063,151.9315529,7874.367,0.055
32,92,60,152,Nd,-70149.407,151.924691509,7849.398,0.057
30,91,61,152,Pm,-71254.186,151.923505481,7941.403,0.053
22,87,65,152,Tb,-70716.916,151.924082263,7682.062,0.048
14,83,69,152,Tm,-51720.273,151.944476,7667.724,0.045
12,82,70,152,Yb,-46270.381,151.9503267,7908.252,0.057
25,89,64,153,Gd,-72882.551,152.921757359,5241.435,0.783
29,91,62,153,Sm,-72559.686,152.922103969,8403.832,0.085
27,90,63,153,Eu,-73367.222,152.921237043,7799.264,0.366
33,93,60,153,Nd,-67330.297,152.927717949,7968.5,0.069
23,88,65,153,Tb,-71313.338,152.923441978,8059.692,0.069
21,87,66,153,Dy,-69142.943,152.925771992,8214.229,0.069
19,86,67,153,Ho,-65012.103,152.930206632,8299.879,0.091
31,92,61,153,Pm,-70647.824,152.924156436,8464.704,0.098
17,85,68,153,Er,-60468.604,152.935084279,7959.461,0.059
35,94,59,153,Pr,-61568.463,152.933903532,8185.035,0.065
15,84,69,153,Tm,-53973.329,152.942057244,7943.957,0.054
11,82,71,153,Lu,-38372.844,152.958805054,8361.984,0.076
26,90,64,154,Gd,-73705.954,153.920873398,7478.938,0.041
28,91,63,154,Eu,-71738.121,153.922985955,7621.914,0.045
30,92,62,154,Sm,-72455.176,153.922216164,7866.117,0.059
18,86,68,154,Er,-62605.02,153.932790743,7839.247,0.06
22,88,66,154,Dy,-70393.907,153.924429028,8344.297,0.089
20,87,67,154,Ho,-64639.311,153.930606841,8374.981,0.088
16,85,69,154,Tm,-54427.131,153.941570067,8378.441,0.087
14,84,70,154,Yb,-49932.083,153.946395701,8148.98,0.065
24,89,65,154,Tb,-70156.303,153.924684106,8399.268,0.083
32,93,61,154,Pm,-68511.976,153.926449364,8443.523,0.083
34,94,60,154,Nd,-65824.976,153.929333977,7646.41,0.046
36,95,59,154,Pr,-58104.976,153.937621738,8648.905,0.113
27,91,64,155,Gd,-72069.88,154.922629796,7843.858,0.059
29,92,63,155,Eu,-71818.092,154.922900102,8539.264,0.106
31,93,62,155,Sm,-70190.819,154.924647051,7691.602,0.048
33,94,61,155,Pm,-66939.931,154.928137024,6937.885,0.554
19,87,68,155,Er,-62209.189,154.933215684,7849.522,0.053
35,95,60,155,Nd,-62283.724,154.933135668,7803.648,0.052
23,89,66,155,Dy,-69155.55,154.925758459,8391.098,0.082
25,90,65,155,Tb,-71250.05,154.923509921,8390.089,0.095
17,86,69,155,Tm,-56625.913,154.939209578,7690.594,0.049
15,85,70,155,Yb,-50502.608,154.945783217,7824.843,0.057
37,96,59,155,Pr,-55415.268,154.940509259,7692.317,0.05
21,88,67,155,Ho,-66039.539,154.929103634,8221.553,0.073
13,84,71,155,Lu,-42545.047,154.954326011,7469.263,0.043
28,92,64,156,Gd,-72534.914,155.922130562,7811.363,0.061
24,90,66,156,Dy,-70528.964,155.924284038,8254.173,0.075
30,93,63,156,Eu,-70082.548,155.924763285,7381.704,0.042
34,95,61,156,Pm,-64163.644,155.93111749,7437.821,0.042
26,91,65,156,Tb,-70090.797,155.92475443,7711.256,0.05
32,94,62,156,Sm,-69360.43,155.925538511,8243.078,0.078
16,86,70,156,Yb,-53265.721,155.942816893,7629.736,0.048
18,87,69,156,Tm,-56834.55,155.938985597,8062.767,0.07
20,88,68,156,Er,-64211.709,155.93106589,7881.81,0.055
14,85,71,156,Lu,-43699.544,155.953086606,7923.611,0.061
22,89,67,156,Ho,-65478.964,155.929705436,8245.817,0.077
12,84,72,156,Hf,-37816.896,155.959401889,8358.178,0.088
36,96,60,156,Nd,-60473.644,155.935078868,7839.083,0.054
29,93,64,157,Gd,-70823.473,156.92396787,7898.067,0.064
27,92,65,157,Tb,-70763.43,156.924032328,7890.728,0.057
31,94,63,157,Eu,-69458.908,156.925432791,7771.075,0.058
33,95,62,157,Sm,-66677.577,156.928418673,8424.664,0.091
25,91,66,157,Dy,-69424.558,156.925469667,7782.665,0.063
35,96,61,157,Pm,-62297.043,156.93312137,8494.021,0.104
17,87,70,157,Yb,-53421.898,156.94264923,7794.268,0.054
15,86,71,157,Lu,-46440.523,156.950144045,7654.357,0.05
23,90,67,157,Ho,-66832.832,156.928251999,8339.255,0.081
37,97,60,157,Nd,-56461.543,156.939386037,7724.998,0.051
21,89,68,157,Er,-63413.639,156.931922655,7670.367,0.05
19,88,69,157,Tm,-58709.273,156.936973,7743.499,0.052
11,84,73,157,Ta,-29593.33,156.968230251,8135.087,0.077
30,94,64,158,Gd,-70689.546,157.924111646,8289.205,0.098
28,93,65,158,Tb,-69470.668,157.925420166,8331.798,0.169
26,92,66,158,Dy,-70407.349,157.924414597,8465.676,0.136
34,96,62,158,Sm,-65250.243,157.929950979,8439.476,0.112
18,88,70,158,Yb,-56010.237,157.939870534,7764.189,0.06
32,95,63,158,Eu,-67255.188,157.927798581,8381.477,0.103
36,97,61,158,Pm,-59089.209,157.936565121,8240.387,0.076
16,87,71,158,Lu,-47212.19,157.949315626,8342.638,0.109
14,86,72,158,Hf,-42102.39,157.954801222,7773.495,0.052
20,89,69,158,Tm,-58703.194,157.936979525,7747.508,0.053
22,90,68,158,Er,-65303.808,157.929893474,8378.455,0.089
24,91,67,158,Ho,-66187.593,157.928944692,7805.347,0.061
31,95,64,159,Gd,-68561.436,158.926396267,7607.841,0.049
29,94,65,159,Tb,-69532.363,158.925353933,7951.395,0.067
27,93,66,159,Dy,-69167.134,158.925746023,7710.338,0.052
25,92,67,159,Ho,-67329.534,158.927718768,8113.202,0.393
23,91,68,159,Er,-64561.034,158.930690875,7641.11,0.051
33,96,63,159,Eu,-66043.285,158.929099612,8303.823,0.249
35,97,62,159,Sm,-62207.775,158.933217202,8330.008,0.084
37,98,61,159,Pm,-56554.28,158.939286479,7449.225,0.045
15,87,72,159,Hf,-42852.6,158.953995838,8508.908,0.105
19,89,70,159,Yb,-55838.606,158.940054787,8325.502,0.084
13,86,73,159,Ta,-34439.148,158.963028052,7729.126,0.053
21,90,69,159,Tm,-60570.398,158.934975,7813.588,0.055
17,88,71,159,Lu,-49708.604,158.946635615,8118.946,0.07
28,94,66,160,Dy,-69672.73,159.925203244,7888.26,0.063
30,95,65,160,Tb,-67836.257,159.927174778,8207.881,0.077
32,96,64,160,Gd,-67941.741,159.927061537,7865.637,0.065
36,98,62,160,Sm,-60234.793,159.935335286,8201.122,0.078
20,90,70,160,Yb,-58162.706,159.937559763,8309.593,0.086
34,97,63,160,Eu,-63480.463,159.931850916,7960.729,0.067
16,88,72,160,Hf,-45938.943,159.950682513,8237.928,0.086
26,93,67,160,Ho,-66382.73,159.928735204,8285.538,0.088
24,92,68,160,Er,-66064.228,159.92907713,8308.512,0.087
22,91,69,160,Tm,-60302.028,159.935263106,8328.928,0.088
14,87,73,160,Ta,-35823.695,159.961541679,8404.031,0.098
18,89,71,160,Lu,-50269.937,159.946033,7756.903,0.057
12,86,74,160,W ,-29326.455,159.968516753,7796.36,0.065
29,95,66,161,Dy,-68055.801,160.926939088,8172.036,0.078
31,96,65,161,Tb,-67461.589,160.927577001,8560.803,0.121
33,97,64,161,Gd,-65505.824,160.929676602,7662.94,0.053
27,94,67,161,Ho,-67197.27,160.927860759,8071.261,0.078
37,99,62,161,Sm,-56671.962,160.939160143,8133.259,0.08
25,93,68,161,Er,-65201.608,160.930003191,7768.36,0.057
35,98,63,161,Eu,-61791.524,160.933664066,7389.374,0.571
21,91,70,161,Yb,-57839.4,160.937906846,8578.985,0.121
17,89,72,161,Hf,-46314.672,160.950279151,7697.662,0.056
15,88,73,161,Ta,-38778.997,160.958369031,8554.103,0.113
19,90,71,161,Lu,-52562.344,160.943572,8013.317,0.077
23,92,69,161,Tm,-61898.708,160.933549,7756.332,0.066
11,86,75,161,Re,-20840.203,160.977627121,7633.244,0.053
30,96,66,162,Dy,-68181.478,161.926804168,7888.289,0.062
26,94,68,162,Er,-66334.519,161.92878696,8229.473,0.086
28,95,67,162,Ho,-66041.541,161.929101485,8300.97,0.105
34,98,64,162,Gd,-64280.401,161.930992146,8316.945,0.095
18,90,72,162,Hf,-49169.008,161.947214896,8330.208,0.098
22,92,70,162,Yb,-59826.347,161.935773771,8380.379,0.098
14,88,74,162,W ,-33999.207,161.963500347,8382.33,0.1
24,93,69,162,Tm,-61477.791,161.934000872,8424.331,0.129
36,99,63,162,Eu,-58703.401,161.936979303,8358.659,0.115
32,97,65,162,Tb,-65675.958,161.929493955,8470.12,0.115
16,89,73,162,Ta,-39780.194,161.957294202,7547.996,0.051
20,91,71,162,Lu,-52831.753,161.943282776,8506.556,0.116
29,96,67,163,Ho,-66378.335,162.928739921,8266.087,0.085
31,97,66,163,Dy,-66381.17,162.928736879,7899.052,0.065
33,98,65,163,Tb,-64596.071,162.930653261,7676.658,0.055
27,95,68,163,Er,-65167.723,162.930039567,7917.91,0.071
25,94,69,163,Tm,-62728.723,162.932657941,7725.7,0.069
35,99,64,163,Gd,-61313.886,162.934176832,7624.295,0.564
23,93,70,163,Yb,-59299.094,162.9363398,7719.413,0.058
13,88,75,163,Re,-26002.244,162.972085441,7813.964,0.06
19,91,72,163,Hf,-49263.682,162.947113258,8204.321,0.084
21,92,71,163,Lu,-54791.409,162.941179,8205.916,0.092
17,90,73,163,Ta,-42534.629,162.954337195,8263.82,0.089
15,89,74,163,W ,-34908.193,162.962524511,8310.258,0.094
37,100,63,163,Eu,-56484.886,162.939360977,8355.82,0.101
32,98,66,164,Dy,-65967.965,163.929180472,8379.718,0.099
28,96,68,164,Er,-65942.89,163.929207392,7841.129,0.066
30,97,67,164,Ho,-64981.503,163.930239483,8144.919,0.082
16,90,74,164,W ,-38235.759,163.958952222,8004.143,0.069
24,94,70,164,Yb,-61017.418,163.934495103,7956.02,0.067
20,92,72,164,Hf,-51818.505,163.944370544,8315.292,0.113
26,95,69,164,Tm,-61904.035,163.933543281,8217.684,0.09
18,91,73,164,Ta,-43282.8,163.953534,7836.11,0.07
22,93,71,164,Lu,-54642.37,163.941339,4531.351,1.272
14,89,75,164,Re,-27472.436,163.970507124,7888.992,0.072
34,99,65,164,Tb,-62077.965,163.933356559,8286.404,0.108
12,88,76,164,Os,-20422.106,163.978075966,7857.475,0.063
33,99,66,165,Dy,-63612.606,164.931709054,7942.163,0.074
29,97,68,165,Er,-64521.61,164.930733198,7782.725,0.07
31,98,67,165,Ho,-64899.006,164.930328047,7509.098,0.053
27,96,69,165,Tm,-62929.621,164.932442269,7789.294,0.067
19,92,73,165,Ta,-45847.853,164.950780303,8281.428,0.09
15,90,75,165,Re,-30659.776,164.967085375,7631.916,0.058
17,91,74,165,W ,-38861.022,164.958280974,7570.384,0.055
23,94,71,165,Lu,-56442.242,164.939406758,7584.385,0.055
25,95,70,165,Yb,-60295.382,164.935270241,7595.193,0.056
21,93,72,165,Hf,-51635.507,164.944567,7602.424,0.056
34,100,66,166,Dy,-62584.789,165.932812461,7605.622,0.057
32,99,67,166,Ho,-63071.329,165.932290139,7615.076,0.056
30,98,68,166,Er,-64926.042,165.930299023,8075.052,0.091
26,96,70,166,Yb,-61595.74,165.933874249,8097.546,0.088
18,92,74,166,W ,-41888.031,165.955031346,8263.651,0.095
28,97,69,166,Tm,-61888.375,165.933560092,8336.834,0.112
14,90,76,166,Os,-25431.517,165.972698141,8418.252,0.155
20,93,73,166,Ta,-46097.775,165.950512,8221.349,0.256
22,94,72,166,Hf,-53858.983,165.94218,7934.754,0.072
24,95,71,166,Lu,-56020.981,165.939859,8307.868,0.364
36,101,65,166,Tb,-57884.789,165.937858119,8187.218,0.095
16,91,75,166,Re,-31893.478,165.96576094,8008.948,0.078
31,99,68,167,Er,-63291.18,166.932054119,7993.933,0.079
29,98,69,167,Tm,-62543.641,166.932856635,7854.669,0.069
27,97,70,167,Yb,-60590.576,166.934953337,7737.724,0.068
33,100,67,167,Ho,-62280.626,166.933138994,8143.254,0.085
19,93,74,167,W ,-42098.058,166.954805873,8450.919,0.115
13,90,77,167,Ir,-17072.44,166.981671981,7749.458,0.071
21,94,73,167,Ta,-48351.059,166.948093,7804.766,0.069
23,95,72,167,Hf,-53467.756,166.9426,8457.738,0.118
25,96,71,167,Lu,-57501.125,166.93827,8459.452,0.116
35,101,66,167,Dy,-59930.626,166.935661823,8285.543,0.098
15,91,76,167,Os,-26501.993,166.971548938,7513.281,0.056
32,100,68,168,Er,-62991.171,167.932376192,7981.912,0.077
28,98,70,168,Yb,-61581.901,167.933889106,7874.538,0.074
30,99,69,168,Tm,-61312.921,167.934177868,7754.932,0.068
16,92,76,168,Os,-29995.213,167.967798812,7924.126,0.076
20,94,74,168,W ,-44893.109,167.951805262,7640.719,0.063
22,95,73,168,Ta,-48393.908,167.948047,7695.259,0.069
24,96,72,168,Hf,-55360.552,167.940568,7877.877,0.068
34,101,67,168,Ho,-60061.171,167.935521676,8496.087,0.125
18,93,75,168,Re,-35794.885,167.961572608,7547.013,0.058
26,97,71,168,Lu,-57067.85,167.938735139,8003.054,0.084
14,91,77,168,Ir,-18666.226,167.979960981,7886.987,0.074
36,102,66,168,Dy,-58559.566,167.937133716,8317.334,0.117
12,90,78,168,Pt,-11007.46,167.988183004,7398.677,0.451
31,100,69,169,Tm,-61275.212,168.93421835,7573.504,0.059
33,101,68,169,Er,-60923.104,168.934596353,7576.968,0.059
29,99,70,169,Yb,-60377.563,168.935182016,7577.557,0.059
27,98,71,169,Lu,-58084.563,168.937643653,7579.347,0.06
19,94,75,169,Re,-38409.232,168.958765991,7582.129,0.06
21,95,74,169,W ,-44917.873,168.951778677,7588.413,0.059
35,102,67,169,Ho,-58797.177,168.93687863,7668.055,0.063
15,92,77,169,Ir,-22093.839,168.976281287,7694.475,0.063
17,93,76,169,Os,-30722.691,168.967017833,7703.703,0.064
23,96,73,169,Ta,-50290.43,168.946011,7883.52,0.072
25,97,72,169,Hf,-54716.889,168.941259,8303.94,0.099
37,103,66,169,Dy,-55597.177,168.940313971,8605.941,0.212
30,100,70,170,Yb,-60763.919,169.934767245,8532.67,0.13
32,101,69,170,Tm,-59795.853,169.935806507,6497.459,0.933
34,102,68,170,Er,-60108.681,169.935470673,7826.299,0.074
18,94,76,170,Os,-33926.247,169.963578673,7630.05,0.062
22,96,74,170,W ,-47290.832,169.9492312,8336.141,0.415
28,99,71,170,Lu,-57306.224,169.938479234,8638.428,0.164
14,92,78,170,Pt,-16299.193,169.982502095,7986.36,0.077
20,95,75,170,Re,-38913.193,169.958224966,8134.842,0.094
24,97,73,170,Ta,-50137.665,169.946175,7891.271,0.071
26,98,72,170,Hf,-56253.854,169.939609,8351.323,0.104
36,103,67,170,Ho,-56238.681,169.939625289,8397.363,0.109
